,curated_organism_name,accession,length,superkingdom_code,genus_code,species_code,superkingdom_name,genus_name,species_name,taxid,species_taxid,GCF_accession,GCF_accession_without_version,filename,num_contigs,info,refseq_organism_name,refseq_full_organism_name,bacsort_organism_name,bioproject,biosample,refseq_category,infraspecific_name,assembly_level,asm_name,submitter,ftp_path
1040,Klebsiella oxytoca,Klebsiella_oxytoca/0023.fna.gz,5856891,2,570,571,Bacteria,Klebsiella,Klebsiella oxytoca,571,571,Klebsiella_oxytoca/0023.fna.gz,Klebsiella_oxytoca/0023.fna.gz,Klebsiella_oxytoca/0023.fna.gz,1,,Klebsiella oxytoca,Klebsiella oxytoca,Klebsiella oxytoca,,,,,,,,
1041,Klebsiella oxytoca,Klebsiella_oxytoca/CAAHFW01.fna.gz,5672774,2,570,571,Bacteria,Klebsiella,Klebsiella oxytoca,571,571,Klebsiella_oxytoca/CAAHFW01.fna.gz,Klebsiella_oxytoca/CAAHFW01.fna.gz,Klebsiella_oxytoca/CAAHFW01.fna.gz,1,,Klebsiella oxytoca,Klebsiella oxytoca,Klebsiella oxytoca,,,,,,,,
1042,Klebsiella pasteurii,Klebsiella_pasteurii/0000.fna.gz,6121536,2,570,2587529,Bacteria,Klebsiella,Klebsiella pasteurii,2587529,2587529,Klebsiella_pasteurii/0000.fna.gz,Klebsiella_pasteurii/0000.fna.gz,Klebsiella_pasteurii/0000.fna.gz,1,,Klebsiella pasteurii,Klebsiella pasteurii,Klebsiella pasteurii,,,,,,,,
1043,Klebsiella pasteurii,Klebsiella_pasteurii/0001.fna.gz,5831670,2,570,2587529,Bacteria,Klebsiella,Klebsiella pasteurii,2587529,2587529,Klebsiella_pasteurii/0001.fna.gz,Klebsiella_pasteurii/0001.fna.gz,Klebsiella_pasteurii/0001.fna.gz,1,,Klebsiella pasteurii,Klebsiella pasteurii,Klebsiella pasteurii,,,,,,,,
1044,Klebsiella pasteurii,Klebsiella_pasteurii/0002.fna.gz,6446194,2,570,2587529,Bacteria,Klebsiella,Klebsiella pasteurii,2587529,2587529,Klebsiella_pasteurii/0002.fna.gz,Klebsiella_pasteurii/0002.fna.gz,Klebsiella_pasteurii/0002.fna.gz,1,,Klebsiella pasteurii,Klebsiella pasteurii,Klebsiella pasteurii,,,,,,,,
1045,Klebsiella pasteurii,Klebsiella_pasteurii/0003.fna.gz,6290193,2,570,2587529,Bacteria,Klebsiella,Klebsiella pasteurii,2587529,2587529,Klebsiella_pasteurii/0003.fna.gz,Klebsiella_pasteurii/0003.fna.gz,Klebsiella_pasteurii/0003.fna.gz,1,,Klebsiella pasteurii,Klebsiella pasteurii,Klebsiella pasteurii,,,,,,,,
1046,Klebsiella pasteurii,Klebsiella_pasteurii/0004.fna.gz,6071600,2,570,2587529,Bacteria,Klebsiella,Klebsiella pasteurii,2587529,2587529,Klebsiella_pasteurii/0004.fna.gz,Klebsiella_pasteurii/0004.fna.gz,Klebsiella_pasteurii/0004.fna.gz,1,,Klebsiella pasteurii,Klebsiella pasteurii,Klebsiella pasteurii,,,,,,,,
1047,Klebsiella pasteurii,Klebsiella_pasteurii/0005.fna.gz,5862709,2,570,2587529,Bacteria,Klebsiella,Klebsiella pasteurii,2587529,2587529,Klebsiella_pasteurii/0005.fna.gz,Klebsiella_pasteurii/0005.fna.gz,Klebsiella_pasteurii/0005.fna.gz,1,,Klebsiella pasteurii,Klebsiella pasteurii,Klebsiella pasteurii,,,,,,,,
1048,Klebsiella pasteurii,Klebsiella_pasteurii/0006.fna.gz,5948053,2,570,2587529,Bacteria,Klebsiella,Klebsiella pasteurii,2587529,2587529,Klebsiella_pasteurii/0006.fna.gz,Klebsiella_pasteurii/0006.fna.gz,Klebsiella_pasteurii/0006.fna.gz,1,,Klebsiella pasteurii,Klebsiella pasteurii,Klebsiella pasteurii,,,,,,,,
1049,Klebsiella pasteurii,Klebsiella_pasteurii/0007.fna.gz,6052172,2,570,2587529,Bacteria,Klebsiella,Klebsiella pasteurii,2587529,2587529,Klebsiella_pasteurii/0007.fna.gz,Klebsiella_pasteurii/0007.fna.gz,Klebsiella_pasteurii/0007.fna.gz,1,,Klebsiella pasteurii,Klebsiella pasteurii,Klebsiella pasteurii,,,,,,,,
1050,Klebsiella pasteurii,Klebsiella_pasteurii/0008.fna.gz,5972094,2,570,2587529,Bacteria,Klebsiella,Klebsiella pasteurii,2587529,2587529,Klebsiella_pasteurii/0008.fna.gz,Klebsiella_pasteurii/0008.fna.gz,Klebsiella_pasteurii/0008.fna.gz,1,,Klebsiella pasteurii,Klebsiella pasteurii,Klebsiella pasteurii,,,,,,,,
1051,Klebsiella pasteurii,Klebsiella_pasteurii/0009.fna.gz,6393461,2,570,2587529,Bacteria,Klebsiella,Klebsiella pasteurii,2587529,2587529,Klebsiella_pasteurii/0009.fna.gz,Klebsiella_pasteurii/0009.fna.gz,Klebsiella_pasteurii/0009.fna.gz,1,,Klebsiella pasteurii,Klebsiella pasteurii,Klebsiella pasteurii,,,,,,,,
1052,Klebsiella pasteurii,Klebsiella_pasteurii/0010.fna.gz,6020052,2,570,2587529,Bacteria,Klebsiella,Klebsiella pasteurii,2587529,2587529,Klebsiella_pasteurii/0010.fna.gz,Klebsiella_pasteurii/0010.fna.gz,Klebsiella_pasteurii/0010.fna.gz,1,,Klebsiella pasteurii,Klebsiella pasteurii,Klebsiella pasteurii,,,,,,,,
1053,Klebsiella pasteurii,Klebsiella_pasteurii/0011.fna.gz,5899232,2,570,2587529,Bacteria,Klebsiella,Klebsiella pasteurii,2587529,2587529,Klebsiella_pasteurii/0011.fna.gz,Klebsiella_pasteurii/0011.fna.gz,Klebsiella_pasteurii/0011.fna.gz,1,,Klebsiella pasteurii,Klebsiella pasteurii,Klebsiella pasteurii,,,,,,,,
1054,Klebsiella pasteurii,Klebsiella_pasteurii/0012.fna.gz,6177754,2,570,2587529,Bacteria,Klebsiella,Klebsiella pasteurii,2587529,2587529,Klebsiella_pasteurii/0012.fna.gz,Klebsiella_pasteurii/0012.fna.gz,Klebsiella_pasteurii/0012.fna.gz,1,,Klebsiella pasteurii,Klebsiella pasteurii,Klebsiella pasteurii,,,,,,,,
1055,Klebsiella pasteurii,Klebsiella_pasteurii/0013.fna.gz,6066157,2,570,2587529,Bacteria,Klebsiella,Klebsiella pasteurii,2587529,2587529,Klebsiella_pasteurii/0013.fna.gz,Klebsiella_pasteurii/0013.fna.gz,Klebsiella_pasteurii/0013.fna.gz,1,,Klebsiella pasteurii,Klebsiella pasteurii,Klebsiella pasteurii,,,,,,,,
1056,Klebsiella pasteurii,Klebsiella_pasteurii/0014.fna.gz,6006767,2,570,2587529,Bacteria,Klebsiella,Klebsiella pasteurii,2587529,2587529,Klebsiella_pasteurii/0014.fna.gz,Klebsiella_pasteurii/0014.fna.gz,Klebsiella_pasteurii/0014.fna.gz,1,,Klebsiella pasteurii,Klebsiella pasteurii,Klebsiella pasteurii,,,,,,,,
1057,Klebsiella pasteurii,Klebsiella_pasteurii/0015.fna.gz,5977379,2,570,2587529,Bacteria,Klebsiella,Klebsiella pasteurii,2587529,2587529,Klebsiella_pasteurii/0015.fna.gz,Klebsiella_pasteurii/0015.fna.gz,Klebsiella_pasteurii/0015.fna.gz,1,,Klebsiella pasteurii,Klebsiella pasteurii,Klebsiella pasteurii,,,,,,,,
1058,Klebsiella pneumoniae,Klebsiella_pneumoniae/0000.fna.gz,5566440,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0000.fna.gz,Klebsiella_pneumoniae/0000.fna.gz,Klebsiella_pneumoniae/0000.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1059,Klebsiella pneumoniae,Klebsiella_pneumoniae/0001.fna.gz,5551285,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0001.fna.gz,Klebsiella_pneumoniae/0001.fna.gz,Klebsiella_pneumoniae/0001.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1060,Klebsiella pneumoniae,Klebsiella_pneumoniae/0002.fna.gz,5272562,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0002.fna.gz,Klebsiella_pneumoniae/0002.fna.gz,Klebsiella_pneumoniae/0002.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1061,Klebsiella pneumoniae,Klebsiella_pneumoniae/0003.fna.gz,5385404,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0003.fna.gz,Klebsiella_pneumoniae/0003.fna.gz,Klebsiella_pneumoniae/0003.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1062,Klebsiella pneumoniae,Klebsiella_pneumoniae/0004.fna.gz,5721788,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0004.fna.gz,Klebsiella_pneumoniae/0004.fna.gz,Klebsiella_pneumoniae/0004.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1063,Klebsiella pneumoniae,Klebsiella_pneumoniae/0005.fna.gz,5399759,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0005.fna.gz,Klebsiella_pneumoniae/0005.fna.gz,Klebsiella_pneumoniae/0005.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1064,Klebsiella pneumoniae,Klebsiella_pneumoniae/0006.fna.gz,5135245,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0006.fna.gz,Klebsiella_pneumoniae/0006.fna.gz,Klebsiella_pneumoniae/0006.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1065,Klebsiella pneumoniae,Klebsiella_pneumoniae/0007.fna.gz,5659737,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0007.fna.gz,Klebsiella_pneumoniae/0007.fna.gz,Klebsiella_pneumoniae/0007.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1066,Klebsiella pneumoniae,Klebsiella_pneumoniae/0008.fna.gz,6019184,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0008.fna.gz,Klebsiella_pneumoniae/0008.fna.gz,Klebsiella_pneumoniae/0008.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1067,Klebsiella pneumoniae,Klebsiella_pneumoniae/0009.fna.gz,5750760,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0009.fna.gz,Klebsiella_pneumoniae/0009.fna.gz,Klebsiella_pneumoniae/0009.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1068,Klebsiella pneumoniae,Klebsiella_pneumoniae/0010.fna.gz,5589841,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0010.fna.gz,Klebsiella_pneumoniae/0010.fna.gz,Klebsiella_pneumoniae/0010.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1069,Klebsiella pneumoniae,Klebsiella_pneumoniae/0011.fna.gz,5562809,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0011.fna.gz,Klebsiella_pneumoniae/0011.fna.gz,Klebsiella_pneumoniae/0011.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1070,Klebsiella pneumoniae,Klebsiella_pneumoniae/0012.fna.gz,5486528,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0012.fna.gz,Klebsiella_pneumoniae/0012.fna.gz,Klebsiella_pneumoniae/0012.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1071,Klebsiella pneumoniae,Klebsiella_pneumoniae/0013.fna.gz,5546527,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0013.fna.gz,Klebsiella_pneumoniae/0013.fna.gz,Klebsiella_pneumoniae/0013.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1072,Klebsiella pneumoniae,Klebsiella_pneumoniae/0014.fna.gz,5111537,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0014.fna.gz,Klebsiella_pneumoniae/0014.fna.gz,Klebsiella_pneumoniae/0014.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1073,Klebsiella pneumoniae,Klebsiella_pneumoniae/0015.fna.gz,6054276,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0015.fna.gz,Klebsiella_pneumoniae/0015.fna.gz,Klebsiella_pneumoniae/0015.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1074,Klebsiella pneumoniae,Klebsiella_pneumoniae/0016.fna.gz,5565136,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0016.fna.gz,Klebsiella_pneumoniae/0016.fna.gz,Klebsiella_pneumoniae/0016.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1075,Klebsiella pneumoniae,Klebsiella_pneumoniae/0017.fna.gz,5573752,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0017.fna.gz,Klebsiella_pneumoniae/0017.fna.gz,Klebsiella_pneumoniae/0017.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1076,Klebsiella pneumoniae,Klebsiella_pneumoniae/0018.fna.gz,5695354,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0018.fna.gz,Klebsiella_pneumoniae/0018.fna.gz,Klebsiella_pneumoniae/0018.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1077,Klebsiella pneumoniae,Klebsiella_pneumoniae/0019.fna.gz,5633290,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0019.fna.gz,Klebsiella_pneumoniae/0019.fna.gz,Klebsiella_pneumoniae/0019.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1078,Klebsiella pneumoniae,Klebsiella_pneumoniae/0020.fna.gz,5646982,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0020.fna.gz,Klebsiella_pneumoniae/0020.fna.gz,Klebsiella_pneumoniae/0020.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1079,Klebsiella pneumoniae,Klebsiella_pneumoniae/0021.fna.gz,5749649,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0021.fna.gz,Klebsiella_pneumoniae/0021.fna.gz,Klebsiella_pneumoniae/0021.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1080,Klebsiella pneumoniae,Klebsiella_pneumoniae/0022.fna.gz,5676465,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0022.fna.gz,Klebsiella_pneumoniae/0022.fna.gz,Klebsiella_pneumoniae/0022.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1081,Klebsiella pneumoniae,Klebsiella_pneumoniae/0023.fna.gz,5678800,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0023.fna.gz,Klebsiella_pneumoniae/0023.fna.gz,Klebsiella_pneumoniae/0023.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1082,Klebsiella pneumoniae,Klebsiella_pneumoniae/0024.fna.gz,5492069,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0024.fna.gz,Klebsiella_pneumoniae/0024.fna.gz,Klebsiella_pneumoniae/0024.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1083,Klebsiella pneumoniae,Klebsiella_pneumoniae/0025.fna.gz,5594072,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0025.fna.gz,Klebsiella_pneumoniae/0025.fna.gz,Klebsiella_pneumoniae/0025.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1084,Klebsiella pneumoniae,Klebsiella_pneumoniae/0026.fna.gz,5756162,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0026.fna.gz,Klebsiella_pneumoniae/0026.fna.gz,Klebsiella_pneumoniae/0026.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1085,Klebsiella pneumoniae,Klebsiella_pneumoniae/0027.fna.gz,5481173,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0027.fna.gz,Klebsiella_pneumoniae/0027.fna.gz,Klebsiella_pneumoniae/0027.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1086,Klebsiella pneumoniae,Klebsiella_pneumoniae/0028.fna.gz,5755019,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0028.fna.gz,Klebsiella_pneumoniae/0028.fna.gz,Klebsiella_pneumoniae/0028.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1087,Klebsiella pneumoniae,Klebsiella_pneumoniae/0029.fna.gz,5596264,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0029.fna.gz,Klebsiella_pneumoniae/0029.fna.gz,Klebsiella_pneumoniae/0029.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1088,Klebsiella pneumoniae,Klebsiella_pneumoniae/0030.fna.gz,5596986,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0030.fna.gz,Klebsiella_pneumoniae/0030.fna.gz,Klebsiella_pneumoniae/0030.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1089,Klebsiella pneumoniae,Klebsiella_pneumoniae/0031.fna.gz,5607226,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0031.fna.gz,Klebsiella_pneumoniae/0031.fna.gz,Klebsiella_pneumoniae/0031.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1090,Klebsiella pneumoniae,Klebsiella_pneumoniae/0032.fna.gz,5477008,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0032.fna.gz,Klebsiella_pneumoniae/0032.fna.gz,Klebsiella_pneumoniae/0032.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1091,Klebsiella pneumoniae,Klebsiella_pneumoniae/0033.fna.gz,6111269,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0033.fna.gz,Klebsiella_pneumoniae/0033.fna.gz,Klebsiella_pneumoniae/0033.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1092,Klebsiella pneumoniae,Klebsiella_pneumoniae/0034.fna.gz,5871737,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0034.fna.gz,Klebsiella_pneumoniae/0034.fna.gz,Klebsiella_pneumoniae/0034.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1093,Klebsiella pneumoniae,Klebsiella_pneumoniae/0035.fna.gz,5357440,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0035.fna.gz,Klebsiella_pneumoniae/0035.fna.gz,Klebsiella_pneumoniae/0035.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1094,Klebsiella pneumoniae,Klebsiella_pneumoniae/0036.fna.gz,5499281,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0036.fna.gz,Klebsiella_pneumoniae/0036.fna.gz,Klebsiella_pneumoniae/0036.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1095,Klebsiella pneumoniae,Klebsiella_pneumoniae/0037.fna.gz,5722904,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0037.fna.gz,Klebsiella_pneumoniae/0037.fna.gz,Klebsiella_pneumoniae/0037.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1096,Klebsiella pneumoniae,Klebsiella_pneumoniae/0038.fna.gz,5447948,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0038.fna.gz,Klebsiella_pneumoniae/0038.fna.gz,Klebsiella_pneumoniae/0038.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1097,Klebsiella pneumoniae,Klebsiella_pneumoniae/0039.fna.gz,5427620,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0039.fna.gz,Klebsiella_pneumoniae/0039.fna.gz,Klebsiella_pneumoniae/0039.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1098,Klebsiella pneumoniae,Klebsiella_pneumoniae/0040.fna.gz,5434792,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0040.fna.gz,Klebsiella_pneumoniae/0040.fna.gz,Klebsiella_pneumoniae/0040.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1099,Klebsiella pneumoniae,Klebsiella_pneumoniae/0041.fna.gz,5570307,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0041.fna.gz,Klebsiella_pneumoniae/0041.fna.gz,Klebsiella_pneumoniae/0041.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1100,Klebsiella pneumoniae,Klebsiella_pneumoniae/0042.fna.gz,5447116,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0042.fna.gz,Klebsiella_pneumoniae/0042.fna.gz,Klebsiella_pneumoniae/0042.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1101,Klebsiella pneumoniae,Klebsiella_pneumoniae/0043.fna.gz,5425738,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0043.fna.gz,Klebsiella_pneumoniae/0043.fna.gz,Klebsiella_pneumoniae/0043.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1102,Klebsiella pneumoniae,Klebsiella_pneumoniae/0044.fna.gz,5419864,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0044.fna.gz,Klebsiella_pneumoniae/0044.fna.gz,Klebsiella_pneumoniae/0044.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1103,Klebsiella pneumoniae,Klebsiella_pneumoniae/0045.fna.gz,5819707,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0045.fna.gz,Klebsiella_pneumoniae/0045.fna.gz,Klebsiella_pneumoniae/0045.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1104,Klebsiella pneumoniae,Klebsiella_pneumoniae/0046.fna.gz,5516465,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0046.fna.gz,Klebsiella_pneumoniae/0046.fna.gz,Klebsiella_pneumoniae/0046.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1105,Klebsiella pneumoniae,Klebsiella_pneumoniae/0047.fna.gz,5570709,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0047.fna.gz,Klebsiella_pneumoniae/0047.fna.gz,Klebsiella_pneumoniae/0047.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1106,Klebsiella pneumoniae,Klebsiella_pneumoniae/0048.fna.gz,5671282,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0048.fna.gz,Klebsiella_pneumoniae/0048.fna.gz,Klebsiella_pneumoniae/0048.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1107,Klebsiella pneumoniae,Klebsiella_pneumoniae/0049.fna.gz,5420291,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0049.fna.gz,Klebsiella_pneumoniae/0049.fna.gz,Klebsiella_pneumoniae/0049.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1108,Klebsiella pneumoniae,Klebsiella_pneumoniae/0050.fna.gz,5420229,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0050.fna.gz,Klebsiella_pneumoniae/0050.fna.gz,Klebsiella_pneumoniae/0050.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
1109,Klebsiella pneumoniae,Klebsiella_pneumoniae/0051.fna.gz,5505946,2,570,573,Bacteria,Klebsiella,Klebsiella pneumoniae,573,573,Klebsiella_pneumoniae/0051.fna.gz,Klebsiella_pneumoniae/0051.fna.gz,Klebsiella_pneumoniae/0051.fna.gz,1,,Klebsiella pneumoniae,Klebsiella pneumoniae,Klebsiella pneumoniae,,,,,,,,
